Rank,NetWorth($B),Age,Country,City,Industries,Self Made,Gender,Last Name,First Name,Birth Year,CPI Index,CPI Change,Country GDP,Country tertiary education enrollment,Country primary education enrollment,Country life expectancy,Population of country,Number of Billionaires,NumberOfBillionaires_x,NumberOfBillionaires_y
1575,1.9,74,Japan,Tokyo,Food & Beverage,True,M,Ogawa,Kentaro,1948,105.48,0.5,5081769542380,63.2%,98.8%,84.2,126226568,2476,38,38
1575,1.9,65,India,Mumbai,Manufacturing,False,M,Parekh,Ajay,1957,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
1575,1.9,84,India,Mumbai,Manufacturing,False,M,Parekh,Narendrakumar,1938,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
1575,1.9,72,United States,Chicago,Finance & Investments,False,F,Pritzker,Jennifer,1950,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1575,1.9,80,India,Chennai,Fashion & Retail,True,M,Rajendran,G.,1942,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
1575,1.9,66,China,Hangzhou,Manufacturing,True,M,Ren,Jianhua,1956,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1575,1.9,53,United States,Alpine,Finance & Investments,True,M,Robbins,Larry,1969,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1575,1.9,81,United States,Palm Beach,Construction & Engineering,True,M,Schar,Dwight,1942,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1575,1.9,64,China,Hangzhou,Energy,True,M,Shao,Jianxiong,0,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1575,1.9,68,China,Hangzhou,Manufacturing,True,M,Shao,Qinxiang,1954,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1575,1.9,60,China,Jiaxing,Technology,True,M,Shen,Hua,1963,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1575,1.9,73,Indonesia,Surabaya,Finance & Investments,True,M,Sondakh,Peter,1950,151.18,3.0,1119190780753,36.3%,106.4%,71.5,270203917,2476,25,25
1575,1.9,63,United States,Greenwich,Food & Beverage,False,F,Stitzer,Lucy,1960,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1575,1.9,70,Philippines,Manila,Diversified,False,F,Sy,Elizabeth,1952,129.61,2.5,376795508680,35.5%,107.5%,71.1,108116615,2476,14,14
1575,1.9,60,Indonesia,Surabaya,Manufacturing,False,M,Tanoko,Hermanto,1962,151.18,3.0,1119190780753,36.3%,106.4%,71.5,270203917,2476,25,25
1575,1.9,64,Turkey,Istanbul,Construction & Engineering,False,M,Tara,Mehmet Sinan,1958,234.44,15.2,754411708203,23.9%,93.2%,77.4,83429615,2476,25,25
1575,1.9,76,Japan,Fukuoka,Fashion & Retail,True,M,Uno,Masateru,1947,105.48,0.5,5081769542380,63.2%,98.8%,84.2,126226568,2476,38,38
1575,1.9,90,Greece,Athens,Energy,True,M,Vardinoyannis & family,Vardis,1933,101.87,0.2,209852761469,136.6%,99.6%,81.3,10716322,2476,3,3
1575,1.9,57,India,Bangalore,Real Estate,False,M,Virwani,Jitendra,1966,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
1575,1.9,67,China,Zhengzhou,Real Estate,True,M,Wang,Chaobin,1956,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1575,1.9,91,China,Zhengzhou,Fashion & Retail,True,M,Wang,Ren-sheng,1931,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1575,1.9,80,United States,Hobe Sound,Food & Beverage,False,F,Weber,Charlotte Colket,1942,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1575,1.9,72,China,Nanjing,Healthcare,False,F,Xie,Juhua,1951,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1575,1.9,88,China,Hangzhou,Manufacturing,True,M,Xu,Chuanhua,1935,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1575,1.9,65,Israel,Unknown,Finance & Investments,True,M,Yushvaev,Gavril,1957,108.15,0.8,395098666122,63.4%,104.9%,82.8,9053300,2476,26,26
1575,1.9,68,China,Beijing,Diversified,True,M,Zhang,Hongwei,1954,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1575,1.9,71,United States,Charleston,Manufacturing,False,F,Zucker,Anita,1952,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1647,1.8,43,Australia,Sydney,Technology,True,M,Adams,Cameron,1979,119.8,1.6,1392680589329,113.1%,100.3%,82.7,25766605,2476,43,43
1647,1.8,51,United Kingdom,Unknown,Fashion & Retail,False,M,Adderley,Will,1972,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
1647,1.8,75,Qatar,Doha,Diversified,True,M,Al Thani,Faisal Bin Qassim,1948,115.38,-0.7,183466208791,17.9%,103.8%,80.1,2832067,2476,2,2
1647,1.8,79,United States,Houston,Sports,True,M,Alexander,Leslie,1943,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1647,1.8,57,Japan,Tokyo,Real Estate,True,M,Arai,Masaaki,1965,105.48,0.5,5081769542380,63.2%,98.8%,84.2,126226568,2476,38,38
1647,1.8,49,Italy,Treviso,Fashion & Retail,False,F,Benetton,Sabrina,1973,110.62,0.6,2001244392042,61.9%,101.9%,82.9,60297396,2476,55,55
1647,1.8,59,India,Delhi,Technology,True,M,Bikhchandani,Sanjeev,1963,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
1647,1.8,58,United States,New York,Finance & Investments,True,M,Biondi,O. Francis,1964,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1647,1.8,78,Uruguay,Manantiales,Energy,False,M,Bulgheroni,Alejandro,1944,202.92,7.9,56045912952,63.1%,108.5%,77.8,3461734,2476,1,1
1647,1.8,74,India,Chennai,Food & Beverage,True,M,Chandramogan,R.G.,1949,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
1647,1.8,67,Nepal,Kathmandu,Diversified,False,M,Chaudhary,Binod,1955,188.73,5.6,30641380604,12.4%,142.1%,70.5,28608710,2476,1,1
1647,1.8,42,United States,San Francisco,Technology,True,M,Conrad,Parker,1980,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1647,1.8,62,United States,Cupertino,Technology,True,M,Cook,Tim,1960,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1647,1.8,62,United Kingdom,London,Finance & Investments,True,M,Coombs,Mark,1961,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
1647,1.8,68,Netherlands,Blaricum,Media & Entertainment,True,M,de Mol,John,1955,115.91,2.6,909070395161,85.0%,104.2%,81.8,17332850,2476,10,10
1647,1.8,60,Spain,Madrid,Construction & Engineering,False,M,Del Pino,D. Leopoldo,1962,110.96,0.7,1394116310769,88.9%,102.7%,83.3,47076781,2476,25,25
1647,1.8,59,China,Beijing,Technology,True,M,Diao,Zhizhong,1963,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1647,1.8,78,United States,Clearwater,Healthcare,True,M,Duggan,Robert,1944,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1647,1.8,78,United States,Daytona Beach,Sports,False,M,France,James,1944,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1647,1.8,86,United States,Miami Beach,Healthcare,True,M,Frost,Phillip,1936,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1647,1.8,77,Brazil,Sao Paulo,Finance & Investments,False,M,Garfinkel,Jayme,1945,167.4,3.7,1839758040766,51.3%,115.4%,75.7,212559417,2476,44,44
1647,1.8,80,United States,San Antonio,Food & Beverage,False,M,Goldsbury,Christopher,1943,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1647,1.8,86,India,Mumbai,Healthcare,False,M,Hamied,Yusuf,1936,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
1647,1.8,58,United States,New York,Finance & Investments,True,M,Higgins,Brian,1965,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1647,1.8,63,China,Hangzhou,Real Estate,True,M,Huang,Wei,1959,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1647,1.8,72,China,Shanghai,Automotive,True,M,Jiang,Yintai,1950,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1647,1.8,57,China,Changchun,Healthcare,True,M,Jin,Lei,1965,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1647,1.8,68,China,Beijing,Healthcare,True,M,Jin,Lei,1954,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1647,1.8,46,Cyprus,Peyia,Technology,True,M,Kipyatkov,Valentin,1976,102.51,0.3,24564647935,75.9%,99.3%,80.8,1198575,2476,5,5
1647,1.8,45,South Korea,Seoul,Diversified,False,M,Koo,Kwang-mo,1978,115.16,0.4,2029000000000,94.3%,98.1%,82.6,51709098,2476,29,29
1647,1.8,52,United States,Paradise Valley,Technology,True,M,Kurtz,George,1970,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1647,1.8,67,United States,Atherton,Sports,True,M,Lacob,Joe,1956,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1647,1.8,33,United States,Stanford,Technology,True,M,Lau,Joe,1989,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1647,1.8,43,Sweden,Stockholm,Diversified,False,F,Lindh,Louise,1979,110.51,1.8,530832908738,67.0%,126.6%,82.5,10285453,2476,26,26
1647,1.8,47,China,Panzhihua,Metals & Mining,True,M,Luo,Yangyong,1975,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1647,1.8,69,Brazil,Rio de Janeiro,Media & Entertainment,False,M,Marinho,Joao Roberto,1953,167.4,3.7,1839758040766,51.3%,115.4%,75.7,212559417,2476,44,44
1647,1.8,67,Brazil,Rio de Janeiro,Media & Entertainment,False,M,Marinho,Jose Roberto,1955,167.4,3.7,1839758040766,51.3%,115.4%,75.7,212559417,2476,44,44
1647,1.8,75,Brazil,Rio de Janeiro,Media & Entertainment,False,M,Marinho,Roberto Irineu,1947,167.4,3.7,1839758040766,51.3%,115.4%,75.7,212559417,2476,44,44
1647,1.8,74,United States,Los Angeles,Healthcare,True,M,Michelson,Gary,1949,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1647,1.8,77,Canada,Montreal,Technology,True,M,Miller,Robert G.,1945,116.76,1.9,1736425629520,68.9%,100.9%,81.9,36991981,2476,42,42
1647,1.8,51,Sweden,Stockholm,Real Estate,True,M,Mindus,David,1972,110.51,1.8,530832908738,67.0%,126.6%,82.5,10285453,2476,26,26
1647,1.8,39,Netherlands,Amsterdam,Technology,True,M,Mol,Adriaan,1984,115.91,2.6,909070395161,85.0%,104.2%,81.8,17332850,2476,10,10
1647,1.8,78,India,Mumbai,Real Estate,True,M,Munot,Mofatraj,1944,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
1647,1.8,77,Monaco,Monte Carlo,Finance & Investments,False,M,Nahmad,Ezra,1945,0.0,0.0,7184844193,0.0%,0.0%,0.0,38964,2476,17,17
1647,1.8,70,India,Nagpur,Manufacturing,True,M,Nuwal,Satyanarayan,1952,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
1647,1.8,72,Turkey,Ankara,Diversified,True,M,Ozdemir,Nihat,1950,234.44,15.2,754411708203,23.9%,93.2%,77.4,83429615,2476,25,25
1647,1.8,53,China,Shenzhen,Technology,True,M,Pan,Benjamin Zhengmin,1969,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1647,1.8,61,Canada,Montreal,Media & Entertainment,False,M,Péladeau,Pierre Karl,1961,116.76,1.9,1736425629520,68.9%,100.9%,81.9,36991981,2476,42,42
1647,1.8,80,United States,New York,Finance & Investments,True,M,Perelman,Ronald,1943,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1647,1.8,46,United States,New York,Technology,True,M,Pomel,Olivier,1977,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1647,1.8,76,Thailand,Bangkok,Media & Entertainment,False,M,Ratanarak,Krit,1946,113.27,0.7,543649976166,49.3%,99.8%,76.9,69625582,2476,28,28
1647,1.8,70,India,Mumbai,Manufacturing,True,M,Saraf,Vinod,1952,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
1647,1.8,64,Germany,Gaildorf,Technology,False,F,Schick,Karin,0,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
1647,1.8,58,Russia,Moscow,Metals & Mining,True,M,Sedykh,Anatoly,1964,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
1647,1.8,57,China,Beijing,Food & Beverage,True,M,Shao,Genhuo,1965,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1647,1.8,75,China,Yixing,Energy,True,M,Shen,Xiqiang,1948,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1647,1.8,68,India,Bangalore,Technology,True,M,Shibulal,S.D.,1955,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
1647,1.8,60,South Korea,Seoul,Fashion & Retail,False,M,Suh,Kyung-bae,1963,115.16,0.4,2029000000000,94.3%,98.1%,82.6,51709098,2476,29,29
1647,1.8,64,Indonesia,Unknown,Food & Beverage,True,M,Sutantio,Bambang,1958,151.18,3.0,1119190780753,36.3%,106.4%,71.5,270203917,2476,25,25
1647,1.8,73,China,Jinjiang,Manufacturing,True,M,Sze,Man Bok,1950,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1647,1.8,62,Vietnam,Hanoi,Manufacturing,True,M,Tran Dinh,Long,1961,163.52,2.8,261921244843,28.5%,110.6%,75.3,96462106,2476,6,6
1647,1.8,67,United States,Brookline,Technology,True,M,Trefler,Alan,1956,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1647,1.8,46,United States,Malibu,Finance & Investments,True,M,Valani,Riaz,1976,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1647,1.8,53,Netherlands,Amsterdam,Technology,True,M,van der Does,Pieter,1969,115.91,2.6,909070395161,85.0%,104.2%,81.8,17332850,2476,10,10
1647,1.8,69,Germany,Allendorf,Manufacturing,False,M,Viessmann,Martin,1953,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
1647,1.8,35,United States,San Francisco,Technology,True,M,Viswanathan,Nikil,1987,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1647,1.8,62,United States,Dallas,Media & Entertainment,True,M,Wagner,Todd,1960,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1647,1.8,51,United States,San Francisco,Technology,True,M,Williams,Evan,1972,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1647,1.8,75,Australia,Sydney,Metals & Mining,False,M,Wong,Kie Chie,1948,119.8,1.6,1392680589329,113.1%,100.3%,82.7,25766605,2476,43,43
1647,1.8,56,China,Ningde,Energy,True,M,Wu,Yingming,1967,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1647,1.8,52,United States,Wilson,Healthcare,False,F,Wyss,Amy,1971,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1647,1.8,50,China,Wuhan,Real Estate,True,M,Yan,Zhi,1972,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1647,1.8,82,Japan,Unknown,Fashion & Retail,True,M,Yoshida,Yoshiaki,1941,105.48,0.5,5081769542380,63.2%,98.8%,84.2,126226568,2476,38,38
1647,1.8,60,United States,Bloomfield Hills,Manufacturing,False,M,Zekelman,Alan,1962,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1647,1.8,70,China,Guangzhou,Real Estate,True,M,Zhang,Li,1953,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1725,1.7,67,United States,Nashville,Sports,False,F,Adams Strunk,Amy,1955,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1725,1.7,51,United States,Atherton,Finance & Investments,True,M,Andreessen,Marc,1971,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1725,1.7,85,Italy,Cremona,Metals & Mining,True,M,Arvedi,Giovanni,1937,110.62,0.6,2001244392042,61.9%,101.9%,82.9,60297396,2476,55,55
1725,1.7,57,Netherlands,Amsterdam,Real Estate,False,M,Bamberger,Lesley,1965,115.91,2.6,909070395161,85.0%,104.2%,81.8,17332850,2476,10,10
1725,1.7,50,South Korea,Seoul,Media & Entertainment,True,M,Bang,Si-hyuk,1972,115.16,0.4,2029000000000,94.3%,98.1%,82.6,51709098,2476,29,29
1725,1.7,77,United States,Austin,Finance & Investments,True,M,Booth,David,1946,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1725,1.7,61,United States,Austin,Technology,True,M,Breyer,Jim,1961,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1725,1.7,64,China,Guangzhou,Manufacturing,True,M,Chen,Kaichen,0,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1725,1.7,79,Netherlands,Gorinchem,Manufacturing,False,M,Damen,Kommer,1944,115.91,2.6,909070395161,85.0%,104.2%,81.8,17332850,2476,10,10
1725,1.7,83,United States,Delray Beach,Food & Beverage,True,M,DeSantis,Carl,1939,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1725,1.7,53,Czech Republic,Prague,Finance & Investments,True,M,Dospiva,Marek,1969,116.48,2.8,246489245495,64.1%,100.7%,79.0,10669709,2476,7,7
1725,1.7,53,United States,Annapolis,Healthcare,True,M,Dunleavy,Keith,1969,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1725,1.7,47,Italy,Turin,Finance & Investments,False,M,Elkann,John,1976,110.62,0.6,2001244392042,61.9%,101.9%,82.9,60297396,2476,55,55
1725,1.7,74,France,Paris,Automotive,False,M,Feuillet,Francois,1949,110.05,1.1,2715518274227,65.6%,102.5%,82.5,67059887,2476,35,35
1725,1.7,75,Japan,Tokyo,Media & Entertainment,True,M,Fukushima,Yasuhiro,1947,105.48,0.5,5081769542380,63.2%,98.8%,84.2,126226568,2476,38,38
1725,1.7,81,United States,Greenwich,Finance & Investments,True,M,Gabelli,Mario,1942,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1725,1.7,68,Switzerland,Zurich,Finance & Investments,False,M,Gerling,Rolf,1954,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
1725,1.7,67,United States,Fort Worth,Real Estate,True,M,Goff,John,1955,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1725,1.7,73,Brazil,Porto Alegre,Fashion & Retail,True,M,Grendene Bartelle,Alexandre,1950,167.4,3.7,1839758040766,51.3%,115.4%,75.7,212559417,2476,44,44
1725,1.7,83,Australia,Sydney,Fashion & Retail,True,M,Harvey,Gerry,1939,119.8,1.6,1392680589329,113.1%,100.3%,82.7,25766605,2476,43,43
1725,1.7,49,China,Shenzhen,Technology,True,M,He,Zhaoxi,1974,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1725,1.7,73,Thailand,Bangkok,Real Estate,True,M,Heinecke,William,1949,113.27,0.7,543649976166,49.3%,99.8%,76.9,69625582,2476,28,28
1725,1.7,66,Canada,Toronto,Finance & Investments,True,M,Hennick,Jay,1957,116.76,1.9,1736425629520,68.9%,100.9%,81.9,36991981,2476,42,42
1725,1.7,64,Finland,Helsinki,Manufacturing,False,M,Herlin,Ilkka,1959,112.33,1.0,268761201365,88.2%,100.2%,81.7,5520314,2476,7,7
1725,1.7,68,Singapore,Singapore,Real Estate,False,M,Hiranandani,Asok Kumar,1954,114.41,0.6,372062527489,84.8%,100.6%,83.1,5703569,2476,46,46
1725,1.7,90,Canada,Toronto,Finance & Investments,True,M,Jackman,Hal,1932,116.76,1.9,1736425629520,68.9%,100.9%,81.9,36991981,2476,42,42
1725,1.7,71,India,Delhi,Manufacturing,False,M,Jain,Pavan,1951,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
1725,1.7,72,Thailand,Bangkok,Real Estate,True,M,Kanjanapas,Keeree,1950,113.27,0.7,543649976166,49.3%,99.8%,76.9,69625582,2476,28,28
1725,1.7,52,United States,La Jolla,Healthcare,True,M,Kibar,Osman,1971,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1725,1.7,62,South Korea,Seoul,Fashion & Retail,True,M,Kim,Chang-soo,1961,115.16,0.4,2029000000000,94.3%,98.1%,82.6,51709098,2476,29,29
1725,1.7,59,Turkey,Istanbul,Fashion & Retail,True,M,Kucuk,Mustafa,1963,234.44,15.2,754411708203,23.9%,93.2%,77.4,83429615,2476,25,25
1725,1.7,53,China,Shanghai,Logistics,True,M,Lai,Jianfa,0,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1725,1.7,87,Malaysia,"Tawau, Sabah",Diversified,False,M,Lau,Cho Kun,1936,121.46,0.7,364701517788,45.1%,105.3%,76.0,32447385,2476,11,11
1725,1.7,48,United States,New York,Technology,True,M,Lê-Quôc,Alexis,1974,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1725,1.7,70,China,Lanzhou,Healthcare,True,F,Lei,Jufang,1953,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1725,1.7,78,United States,San Antonio,Healthcare,True,M,Leininger,James,1945,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1725,1.7,54,China,Foshan,Food & Beverage,True,F,Li,Xuhui,1968,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1725,1.7,59,United States,Key Largo,Food & Beverage,True,M,Liautaud,Jimmy John,1964,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1725,1.7,54,China,Bayannur,Metals & Mining,True,M,Lin,Lairong,1968,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1725,1.7,64,China,Shenzhen,Technology,True,M,Lu,Di,0,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1725,1.7,30,United States,Newport Beach,Technology,True,M,Luckey,Palmer,1992,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1725,1.7,85,United States,Princeton,Finance & Investments,True,M,MacMillan,Duncan,1937,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1725,1.7,47,Japan,Chiba,Technology,True,M,Maezawa,Yusaku,1975,105.48,0.5,5081769542380,63.2%,98.8%,84.2,126226568,2476,38,38
1725,1.7,60,Brazil,Sao Luis,Fashion & Retail,True,M,Mateus,Ilson,1963,167.4,3.7,1839758040766,51.3%,115.4%,75.7,212559417,2476,44,44
1725,1.7,74,China,Langfang,Manufacturing,True,M,Meng,Qingshan,1948,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1725,1.7,73,Spain,Madrid,Fashion & Retail,True,M,Palatchi,Alberto,1949,110.96,0.7,1394116310769,88.9%,102.7%,83.3,47076781,2476,25,25
1725,1.7,75,India,Mumbai,Manufacturing,False,F,Parekh,Mrudula,1948,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
1725,1.7,56,Romania,Bacau,Fashion & Retail,True,M,Paval,Dragos,1966,123.78,3.8,250077444017,49.4%,85.2%,75.4,19356544,2476,3,3
1725,1.7,73,United States,Miami,Real Estate,True,M,Perez,Jorge,1949,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1725,1.7,59,Russia,Moscow,Metals & Mining,True,M,Pumpyansky,Dmitry,1964,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
1725,1.7,60,China,Nanjing,Healthcare,True,M,Ren,Jinsheng,1963,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1725,1.7,63,United States,Philadelphia,Media & Entertainment,False,M,Roberts,Brian,1959,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1725,1.7,76,United States,Atlanta,Food & Beverage,False,M,Rogers,Joe,1946,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1725,1.7,87,China,Shangyu,Manufacturing,True,M,Ruan,Shuilong,1935,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1725,1.7,67,United States,Palm Beach,Real Estate,True,M,Saville,Paul,1955,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1725,1.7,64,Russia,Rostov-on-Don,Diversified,True,M,Savvidis,Ivan,1959,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
1725,1.7,58,Japan,Tokyo,Healthcare,True,M,Shibahara,Keiichi,1964,105.48,0.5,5081769542380,63.2%,98.8%,84.2,126226568,2476,38,38
