,Rank,NetWorth($B),Age,Country,City,Industries,Self Made,Gender,Last Name,First Name,Birth Year,CPI Index,CPI Change,Country GDP,Country tertiary education enrollment,Country primary education enrollment,Country life expectancy,Population of country
1341,1312,2.3,55,Russia,Moscow,Food & Beverage,TRUE,M,Moshkovich,Vadim,1967,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
1342,1312,2.3,99,United States,Ventura,Food & Beverage,TRUE,M,Murdock,David,1923,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1343,1312,2.3,75,United States,New York,Fashion & Retail,TRUE,M,Nahmad,David,1947,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1344,1312,2.3,69,Brazil,Manaus,Finance & Investments,TRUE,M,Parisotto,Lirio,1953,167.4,3.7,1.83976E+12,51.30%,115.40%,75.7,212559417
1345,1312,2.3,64,Switzerland,Lugano,Food & Beverage,FALSE,M,Perfetti,Augusto,0,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
1346,1312,2.3,64,Switzerland,Lugano,Food & Beverage,FALSE,M,Perfetti,Giorgio,0,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
1347,1312,2.3,69,Italy,Milan,Fashion & Retail,FALSE,M,Prada,Alberto,1954,110.62,0.6,2.00124E+12,61.90%,101.90%,82.9,60297396
1348,1312,2.3,77,Italy,Milan,Fashion & Retail,FALSE,F,Prada,Marina,1945,110.62,0.6,2.00124E+12,61.90%,101.90%,82.9,60297396
1349,1312,2.3,56,Turkey,Istanbul,Diversified,FALSE,F,Sahenk,Filiz,1967,234.44,15.2,7.54412E+11,23.90%,93.20%,77.4,83429615
1350,1312,2.3,72,United States,Delray Beach,Food & Beverage,FALSE,M,Sands,Richard,1951,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1351,1312,2.3,75,Switzerland,Hurden,Finance & Investments,FALSE,M,Schmidheiny,Stephan,1947,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
1352,1312,2.3,78,Switzerland,Lugano,Healthcare,FALSE,M,Siccardi,Alberto,1944,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
1353,1312,2.3,47,United States,Delray Beach,Real Estate,FALSE,M,Soloviev,Stefan,1975,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1355,1312,2.3,69,China,Hefei,Technology,TRUE,M,Tian,Ming,1953,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1357,1312,2.3,62,United States,Saratoga,Technology,TRUE,F,Ullal,Jayshree,1961,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1358,1312,2.3,56,United Kingdom,London,Finance & Investments,FALSE,M,von Opel,Georg,1966,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
1359,1312,2.3,77,Australia,Sydney,Real Estate,TRUE,M,Walker,Lang,1945,119.8,1.6,1.39268E+12,113.10%,100.30%,82.7,25766605
1360,1312,2.3,74,China,Zhaoyuan,Manufacturing,TRUE,M,Wang,Xicheng,1948,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1361,1312,2.3,61,China,Shanghai,Real Estate,TRUE,M,Wang,Zhenhua,1962,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1362,1312,2.3,79,Germany,Rechterfeld,Food & Beverage,TRUE,M,Wesjohann,Paul-Heinz,1943,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
1363,1312,2.3,56,China,Fuzhou,Fashion & Retail,TRUE,M,Xie,Bingkun,1966,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1364,1312,2.3,57,China,Hangzhou,Manufacturing,TRUE,M,Xu,Shugen,1965,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1365,1312,2.3,65,Liechtenstein,Vaduz,Healthcare,FALSE,M,Zeller,Christoph,1957,0,0,6552858739,35.60%,104.70%,83,38019
1366,1312,2.3,87,China,Ningbo,Manufacturing,TRUE,M,Zhang,Jingzhang,1936,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1367,1368,2.2,86,United States,Newport Beach,Real Estate,TRUE,M,Argyros,George,1937,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1368,1368,2.2,40,United States,San Francisco,Finance & Investments,TRUE,M,Armstrong,Brian,1983,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1369,1368,2.2,52,Russia,Moscow,Energy,TRUE,M,Avdolyan,Albert,1970,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
1370,1368,2.2,73,Turkey,Ankara,Diversified,TRUE,M,Bacaksiz,Sezai,1949,234.44,15.2,7.54412E+11,23.90%,93.20%,77.4,83429615
1371,1368,2.2,57,United States,San Francisco,Technology,TRUE,M,Bhusri,Aneel,1966,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1373,1368,2.2,85,United States,Ormond Beach,Finance & Investments,FALSE,M,Brown,J. Hyatt,1937,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1374,1368,2.2,55,China,Shanghai,Finance & Investments,FALSE,F,Chen,Jinxia,1968,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1375,1368,2.2,71,China,Weihai,Healthcare,TRUE,M,Chen,Xueli,1951,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1377,1368,2.2,52,China,Lianyungang,Healthcare,TRUE,M,Dong,Wei,1971,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1378,1368,2.2,61,United States,Los Angeles,Fashion & Retail,TRUE,M,Ford,Tom,1961,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1379,1368,2.2,69,China,Nanping,Food & Beverage,TRUE,M,Fu,Guangming,1953,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1380,1368,2.2,61,United States,New York,Finance & Investments,TRUE,M,Gottesman,Noam,1961,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1381,1368,2.2,64,United States,Los Angeles,Finance & Investments,TRUE,M,Gundlach,Jeffrey,1959,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1382,1368,2.2,67,China,Tianjin,Healthcare,TRUE,M,Hao,Hong,1956,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1383,1368,2.2,78,Israel,Tel Aviv,Automotive,FALSE,M,Harlap,Shmuel,1944,108.15,0.8,3.95099E+11,63.40%,104.90%,82.8,9053300
1384,1368,2.2,83,Germany,Weinheim,Technology,TRUE,M,Hector,Hans-Werner,1940,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
1385,1368,2.2,76,Germany,Grebenhain,Healthcare,TRUE,M,Helmig,Lutz Mario,1946,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
1386,1368,2.2,64,China,Shenzhen,Real Estate,TRUE,M,Huang,Chulong,1959,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1387,1368,2.2,80,United States,Saint Petersburg,Finance & Investments,FALSE,M,James,Thomas,1942,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1388,1368,2.2,73,United States,San Juan Islands,Fashion & Retail,TRUE,M,Jannard,James,1949,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1389,1368,2.2,75,United States,Franklin,Automotive,TRUE,M,Johnson,Willis,1947,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1390,1368,2.2,48,China,Quanzhou,Fashion & Retail,TRUE,M,Lai,Shixian,1975,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1391,1368,2.2,62,United States,San Francisco,Finance & Investments,TRUE,M,Larsen,Chris,1960,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1392,1368,2.2,78,Australia,Melbourne,Fashion & Retail,TRUE,M,Lew,Solomon,1945,119.8,1.6,1.39268E+12,113.10%,100.30%,82.7,25766605
1393,1368,2.2,54,Singapore,Singapore,Diversified,TRUE,M,Liang,Xinjun,1968,114.41,0.6,3.72063E+11,84.80%,100.60%,83.1,5703569
1394,1368,2.2,68,Thailand,Bangkok,Diversified,FALSE,M,Link,Harald,1955,113.27,0.7,5.4365E+11,49.30%,99.80%,76.9,69625582
1395,1368,2.2,43,United States,San Francisco,Technology,TRUE,M,Lytvyn,Max,1980,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1396,1368,2.2,60,United States,Miami,Energy,TRUE,M,Makarov,Igor,1962,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1397,1368,2.2,76,United States,New York,Finance & Investments,TRUE,M,Marks,Howard,1946,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1398,1368,2.2,99,United States,Los Angeles,Finance & Investments,TRUE,M,Munger,Charles,1924,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1399,1368,2.2,44,United States,Miami,Real Estate,TRUE,M,Neumann,Adam,1979,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1400,1368,2.2,52,Vietnam,Ho Chi Minh City,Diversified,TRUE,F,Nguyen,Thi Phuong Thao,1970,163.52,2.8,2.61921E+11,28.50%,110.60%,75.3,96462106
1401,1368,2.2,71,China,Liuan,Food & Beverage,TRUE,M,Ni,Yongpei,1952,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1402,1368,2.2,60,Australia,Melbourne,Manufacturing,FALSE,F,Pratt,Heloise,1962,119.8,1.6,1.39268E+12,113.10%,100.30%,82.7,25766605
1403,1368,2.2,52,China,Beijing,Technology,TRUE,M,Qi,Xiangdong,1970,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1404,1368,2.2,73,United States,Boston,Technology,TRUE,M,Ragon,Phillip T. (Terry),1949,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1405,1368,2.2,91,India,Chennai,Healthcare,TRUE,M,Reddy,Prathap,1932,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
1406,1368,2.2,87,United States,Chicago,Sports,TRUE,M,Reinsdorf,Jerry,1936,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1407,1368,2.2,52,United States,Edmond,Technology,TRUE,M,Richison,Chad,1970,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1408,1368,2.2,84,Switzerland,Geneva,Fashion & Retail,TRUE,M,Scheufele,Karl,1939,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
1409,1368,2.2,96,United States,El Cerrito,Healthcare,TRUE,F,Schwartz,Alice,1926,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1410,1368,2.2,43,Canada,Unknown,Technology,TRUE,M,Shevchenko,Alex,1980,116.76,1.9,1.73643E+12,68.90%,100.90%,81.9,36991981
1411,1368,2.2,66,United States,Menlo Park,Technology,TRUE,M,Shriram,Kavitark Ram,1957,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1412,1368,2.2,55,United States,Aventura,Real Estate,FALSE,M,Soffer,Jeffrey,1967,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1413,1368,2.2,67,United States,East Lyme,Technology,TRUE,M,Stone,William,1955,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1414,1368,2.2,65,United States,New York,Finance & Investments,TRUE,M,Swieca,Henry,1957,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1415,1368,2.2,63,Philippines,Manila,Diversified,FALSE,M,Sy,Harley,1959,129.61,2.5,3.76796E+11,35.50%,107.50%,71.1,108116615
1416,1368,2.2,72,Philippines,Manila,Diversified,FALSE,F,Sy-Coson,Teresita,1950,129.61,2.5,3.76796E+11,35.50%,107.50%,71.1,108116615
1417,1368,2.2,77,Japan,Tokyo,Real Estate,TRUE,M,Tada,Katsumi,1945,105.48,0.5,5.08177E+12,63.20%,98.80%,84.2,126226568
1418,1368,2.2,67,China,Suzhou,Manufacturing,TRUE,M,Tang,Jinkui,1955,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1419,1368,2.2,55,China,Shanghai,Technology,TRUE,M,Tang,Xiao'ou,1968,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1420,1368,2.2,73,Sweden,Stockholm,Fashion & Retail,FALSE,F,Tham,Lottie,1949,110.51,1.8,5.30833E+11,67.00%,126.60%,82.5,10285453
1421,1368,2.2,46,United Arab Emirates,Abu Dhabi,Healthcare,FALSE,M,Vayalil,Shamsheer,1977,114.52,-1.9,4.21142E+11,36.80%,108.40%,77.8,9770529
1422,1368,2.2,50,India,Chennai,Technology,FALSE,F,Vembu,Radha,1972,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
1423,1368,2.2,66,China,Quanzhou,Fashion & Retail,TRUE,M,Wang,Wenmo,1957,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1424,1368,2.2,78,China,Shanghai,Service,TRUE,M,Wang,Zhenghua,1944,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1425,1368,2.2,65,Israel,Unknown,Food & Beverage,FALSE,M,Wertheim,David,1958,108.15,0.8,3.95099E+11,63.40%,104.90%,82.8,9053300
1426,1368,2.2,55,China,Ningde,Energy,TRUE,M,Wu,Kai,1968,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1427,1368,2.2,55,China,Guangzhou,Food & Beverage,TRUE,M,Xu,Yingzhuo,1968,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1429,1368,2.2,57,China,Shanghai,Logistics,TRUE,M,Yu,Huijiao,1966,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1430,1368,2.2,58,United States,Los Altos,Finance & Investments,TRUE,M,Zeev,Oren,1964,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1431,1368,2.2,54,Canada,Windsor,Manufacturing,FALSE,M,Zekelman,Clayton,1969,116.76,1.9,1.73643E+12,68.90%,100.90%,81.9,36991981
1432,1368,2.2,57,China,Ningde,Energy,TRUE,M,Zhao,Fenggang,1966,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1433,1434,2.1,55,United Kingdom,London,Metals & Mining,TRUE,M,Beard,Alex,1967,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
1434,1434,2.1,52,United States,Grants Pass,Food & Beverage,TRUE,M,Boersma,Travis,1971,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1435,1434,2.1,64,France,Paris,Construction & Engineering,FALSE,M,Bouygues,Martin,0,110.05,1.1,2.71552E+12,65.60%,102.50%,82.5,67059887
1437,1434,2.1,91,United States,Las Vegas,Gambling & Casinos,TRUE,M,Boyd,William,1931,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1438,1434,2.1,70,India,Delhi,Food & Beverage,FALSE,M,Burman,Anand,1952,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
1439,1434,2.1,71,China,Hangzhou,Manufacturing,TRUE,M,Cao,Ji,1952,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1441,1434,2.1,52,China,Beijing,Technology,FALSE,M,Chi,Yufeng,1971,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1443,1434,2.1,82,Switzerland,Zurich,Healthcare,TRUE,M,Diethelm,Beda,1941,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
1444,1434,2.1,64,Italy,Milan,Fashion & Retail,TRUE,M,Dolce,Domenico,1958,110.62,0.6,2.00124E+12,61.90%,101.90%,82.9,60297396
1445,1434,2.1,59,Germany,Montabaur,Technology,TRUE,M,Dommermuth,Ralph,1963,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
1446,1434,2.1,50,United Kingdom,London,Diversified,TRUE,M,Domuschiev,Georgi,1972,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
1447,1434,2.1,53,United Kingdom,London,Diversified,TRUE,M,Domuschiev,Kiril,1969,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
1448,1434,2.1,78,Australia,Surfers Paradise,Real Estate,TRUE,M,Ell,Bob,1944,119.8,1.6,1.39268E+12,113.10%,100.30%,82.7,25766605
1449,1434,2.1,65,United States,El Paso,Energy,TRUE,M,Foster,Paul,1957,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1450,1434,2.1,60,Italy,Milan,Fashion & Retail,TRUE,M,Gabbana,Stefano,1962,110.62,0.6,2.00124E+12,61.90%,101.90%,82.9,60297396
1451,1434,2.1,59,China,Huzhou,Manufacturing,TRUE,M,Gao,Xingjiang,1963,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1452,1434,2.1,89,United States,San Francisco,Energy,FALSE,M,Getty,Gordon,1933,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1453,1434,2.1,64,United States,Naples,Energy,TRUE,M,Ghaffarian,Kamal,1958,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1454,1434,2.1,78,United States,Durham,Healthcare,TRUE,M,Gillings,Dennis,1944,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1455,1434,2.1,65,India,Mumbai,Diversified,FALSE,M,Goenka,Harsh,1957,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
1456,1434,2.1,62,India,Kolkata,Diversified,FALSE,M,Goenka,Sanjiv,1961,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
1457,1434,2.1,67,United States,New York,Real Estate,FALSE,F,Goldman,Jane,1955,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1458,1434,2.1,66,Norway,Oslo,Fashion & Retail,TRUE,M,Hagen,Stein Erik,1956,120.27,2.2,4.03336E+11,82.00%,100.30%,82.8,5347896
1459,1434,2.1,56,Switzerland,Geneva,Real Estate,FALSE,M,Hariri,Bahaa,1966,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
1460,1434,2.1,72,Spain,Valencia,Fashion & Retail,FALSE,F,Herrero,Hortensia,1950,110.96,0.7,1.39412E+12,88.90%,102.70%,83.3,47076781
1462,1434,2.1,49,China,Suzhou,Manufacturing,TRUE,M,Huang,Min,1973,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1463,1434,2.1,40,United States,Easton,Technology,TRUE,M,Isaacman,Jared,1983,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1464,1434,2.1,57,Russia,Moscow,Technology,TRUE,M,Kaspersky,Eugene,1965,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
1465,1434,2.1,48,Cyprus,Limassol,Fashion & Retail,TRUE,M,Khachatryan,Artem,1975,102.51,0.3,24564647935,75.90%,99.30%,80.8,1198575
1466,1434,2.1,47,Russia,Moscow,Food & Beverage,TRUE,M,Krivenko,Andrei,1975,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
1469,1434,2.1,62,United States,New York,Finance & Investments,TRUE,M,Lasry,Marc,1960,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1470,1434,2.1,82,France,Lyon,Finance & Investments,TRUE,M,Latouche,Christian,1940,110.05,1.1,2.71552E+12,65.60%,102.50%,82.5,67059887
1471,1434,2.1,67,United States,Bethesda,Sports,TRUE,M,Leonsis,Theodore,1956,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1473,1434,2.1,60,China,Shenzhen,Manufacturing,TRUE,M,Liu,Chengyu,1962,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1474,1434,2.1,49,Cyprus,Paphos,Fashion & Retail,TRUE,M,Lomakin,Sergey,1973,102.51,0.3,24564647935,75.90%,99.30%,80.8,1198575
1475,1434,2.1,54,United States,New York,Food & Beverage,TRUE,M,Lubetzky,Daniel,1968,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1476,1434,2.1,64,China,Beijing,Technology,TRUE,F,Ma,Melissa,0,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1477,1434,2.1,67,India,Mumbai,Diversified,FALSE,M,Mahindra,Anand,1955,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
1478,1434,2.1,72,India,Mumbai,Fashion & Retail,FALSE,M,Malik,Rafique,1950,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
1479,1434,2.1,41,Sweden,Stockholm,Diversified,FALSE,F,Martinson,Katarina,1981,110.51,1.8,5.30833E+11,67.00%,126.60%,82.5,10285453
1480,1434,2.1,70,India,Bangalore,Healthcare,TRUE,F,Mazumdar-Shaw,Kiran,1953,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
1481,1434,2.1,65,India,Gurgaon,Automotive,FALSE,M,Minda,Nirmal,1957,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
1482,1434,2.1,43,China,Beijing,Technology,TRUE,M,Mu,Rongjun,1980,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1484,1434,2.1,60,Russia,Moscow,Finance & Investments,TRUE,M,Nesis,Alexander,1962,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
1485,1434,2.1,66,China,Suzhou,Manufacturing,TRUE,M,Ni,Zugen,1957,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1486,1434,2.1,76,Spain,Madrid,Construction & Engineering,TRUE,M,Perez,Florentino,1947,110.96,0.7,1.39412E+12,88.90%,102.70%,83.3,47076781
1487,1434,2.1,62,Ukraine,Kiev,Metals & Mining,TRUE,M,Pinchuk,Victor,1960,281.66,7.9,1.53781E+11,82.70%,99.00%,71.6,44385155
1488,1434,2.1,40,United States,Unknown,Technology,TRUE,M,Radvinsky,Leonid,1982,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1489,1434,2.1,41,India,Bangalore,Technology,TRUE,M,Raveendran,Byju,1981,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
1490,1434,2.1,65,India,Hyderabad,Construction & Engineering,TRUE,M,Reddy,P.P.,1957,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
1491,1434,2.1,41,United States,Los Angeles,Fashion & Retail,TRUE,M,Saghian,Richard,1981,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1492,1434,2.1,49,China,Beijing,Healthcare,TRUE,M,Shi,Yifeng,1974,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1493,1434,2.1,73,United Arab Emirates,Dubai,Finance & Investments,TRUE,M,Shinawatra,Thaksin,1949,114.52,-1.9,4.21142E+11,36.80%,108.40%,77.8,9770529
1494,1434,2.1,53,Singapore,Singapore,Food & Beverage,TRUE,F,Shu,Ping,0,114.41,0.6,3.72063E+11,84.80%,100.60%,83.1,5703569
1495,1434,2.1,75,United States,Chestnut Hill,Healthcare,TRUE,M,Springer,Timothy,1948,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1496,1434,2.1,70,India,Chennai,Automotive,FALSE,M,Srinivasan,Venu,1952,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
1497,1434,2.1,68,United States,Sewickley,Fashion & Retail,TRUE,M,Stack,Edward,1954,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1498,1434,2.1,73,China,Yantai,Food & Beverage,TRUE,M,Sun,Mengquan,1950,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1499,1434,2.1,55,Russia,Moscow,Finance & Investments,TRUE,M,Svetakov,Alexander,1968,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
1500,1434,2.1,56,Germany,Krefeld,Fashion & Retail,TRUE,M,Toeller,Torsten,1966,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
1501,1434,2.1,74,United States,Fayetteville,Food & Beverage,FALSE,F,Tyson,Barbara,1949,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1502,1434,2.1,50,United States,Norwich,Food & Beverage,TRUE,M,Ulukaya,Hamdi,1972,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1503,1434,2.1,54,China,Beijing,Construction & Engineering,TRUE,M,Wang,Linpeng,1968,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1504,1434,2.1,69,China,Tianjin,Food & Beverage,TRUE,M,Wei,Ing-Chou,1953,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1506,1434,2.1,64,China,Shanghai,Food & Beverage,TRUE,M,Wei,Yin-Heng,1959,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1508,1434,2.1,80,United States,Las Vegas,Gambling & Casinos,TRUE,F,Wynn,Elaine,1942,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1509,1434,2.1,53,China,Ningbo,Automotive,TRUE,M,Xu,Xudong,1970,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1511,1434,2.1,57,China,Ningbo,Manufacturing,TRUE,M,Yu,Qibing,1965,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1512,1434,2.1,72,China,Suzhou,Manufacturing,TRUE,M,Yuan,Fugen,1950,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1513,1434,2.1,49,China,Shanghai,Manufacturing,TRUE,F,Zhang,Ning,1974,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1514,1434,2.1,57,China,Xi'an,Healthcare,FALSE,M,Zhao,Tao,1966,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1515,1516,2,80,India,Pune,Construction & Engineering,FALSE,F,Aga,Anu,1942,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
1516,1516,2,94,United Kingdom,London,Fashion & Retail,TRUE,M,Al Fayed,Mohamed,1929,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
1517,1516,2,49,United Kingdom,London,Technology,TRUE,M,Andreev,Andrey,1974,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
1519,1516,2,62,Czech Republic,Prague,Technology,TRUE,M,Baudis,Pavel,1960,116.48,2.8,2.46489E+11,64.10%,100.70%,79,10669709
1520,1516,2,66,Germany,Unknown,Healthcare,TRUE,M,Beier,Wilhelm,1956,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
1521,1516,2,44,China,Shangyu,Manufacturing,TRUE,M,Cao,Jianwei,1978,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1522,1516,2,52,China,Shanghai,Manufacturing,TRUE,M,Chen,Huwen,1970,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1523,1516,2,71,Thailand,Bangkok,Diversified,FALSE,M,Chiaravanont,Phongthep,1952,113.27,0.7,5.4365E+11,49.30%,99.80%,76.9,69625582
1524,1516,2,69,China,Hangzhou,Diversified,TRUE,M,Dou,Zhenggang,1953,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
1525,1516,2,88,Monaco,Monaco,Food & Beverage,FALSE,F,Fissolo,Maria Franca,1935,0,0,7184844193,0.00%,0.00%,0,38964
1526,1516,2,85,United States,Houston,Diversified,TRUE,M,Franke,William,1937,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
1527,1516,2,51,Monaco,Monaco,Healthcare,FALSE,M,Giuliani,Mario Germano,1972,0,0,7184844193,0.00%,0.00%,0,38964
1528,1516,2,68,United States,Rhinebeck,Real Estate,FALSE,F,Goldman Fowler,Amy,1954,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
